n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2
085-1,"#085-1 I committed a severe crime. I forget what, but afterwards I was being chased. During the chase I got away. For a while I was just watching out for the police, but a person turned me in and police chased me. Gunned me down. I got shot. Ran while shot in the leg. I arrived at my house, but sneaked into my neighbor's house and hid in the cellar. Later during the day I was caught and awoke right away.",college-m.tsv,,0.17778307,-0.15792696,-0.16567197,0.58129054
087-1,"#087-1 I was in a nursing home or a hospital, I was not quite sure. There were large, white rooms with curtains of the same color, and there were standard medical beds. I saw elderly patients eating food, such as bread and sandwiches. There was a supervisor that entered the room. He was dressed in standard doctor's apparel. He had curly, dark, reddish hair and had glasses. He was insulting the patients, and mocking them, and poking fun at them. He claimed they smelled, that they had bad breath and poked fun at the way they ate. He then turned and looked straight into my direction and started insulting me. He pointed out to the other supervisors that I ate funny. I realized I was a patient there. Then the dream ended.",college-m.tsv,,0.23956245,-0.1473522,-0.064147554,0.012789043
087-2,"#087-2 I was in a wide room, but the room was packed with assortments of furniture. There were blue colored slip covers on the furniture. There was a young lady who was sitting on the couch situated in the corner of the room near the doorway. I couldn't see her face. I could hear her voice and I could see her from the neck down. but everytime I tried to look at her face, the lights would darken making visibility poor. Then I saw an old high school classmate who kept telling me that I almost saw her. Then the dream ended.",college-m.tsv,,0.42729893,-0.25875184,0.0547105,-0.09949809
087-4,"#087-4 This is one of the strangest dreams that I have recalled. There was a long table in a dimly lit room. The table had a long red cloth covering it. There were six or seven chairs, and seated in the chairs were brunettes. They were dressed all the same, in blue nightgowns. They were discussing about what they wanted for dinner. After a few seconds, a blonde appeared from the left side of the table and volunteered for the task to look for food, simultaneously grinning and exposing teeth. The teeth were shared by two pointed fangs with a touch of red at the points. I woke up realizing they were talking about hunting humans. Preferably men.",college-m.tsv,,0.2684458,-0.09302088,-0.09038456,0.01757239
088-1,"#088-1 Last night I had a dream that took place mostly in my own bedroom. In the dream, I was in my bedroom finishing up my cleaning duties. I could hear my two sisters having a discussion. I tried to understand what they were saying but their words were totally incomprehensible. While I tried to listen in on their conversation, I continually picked up neckties and T-shirts on my dirty bedroom floor. It seemed that I had to pick up about a hundred neckties and T-shirts. The cleaning task seemed never-ending. The quicker I picked up a tie, the more and more I found. I felt a sense of futility in my task. I took time out and looked around the floor. I saw more neckties and shirts on my bed.",college-m.tsv,,0.16183086,-0.2014617,-0.0922252,-0.22363986
088-2,"#088-2 Last night I had a dream about cigarettes. In reality, I recently gave up the habit of smoking. In the dream I saw people who I have never seen with a cigarette lighting two or three at  time! I recall that I was at work participating in some kind of activity, when all of a sudden I saw my manager with a cigarette butt in his mouth. The look on his face was kind of strange because he looked like he was mocking me. As I walked past my manager, I saw one of my work buddies with a cigarette in his hand. He was calling me over to do something, but his words were jumbled. All I could see was the smoke coming from the butt. I felt worried during the dream.",college-m.tsv,,0.3146793,-0.17439614,0.021404186,-0.11928332
088-3,"#088-3 Last night I had a dream about my relatives. I was in my bedroom watching TV. I could hear a few people walking toward my door. As they entered, I noticed that it was my uncle and my aunt from Virginia. They talked really fast but I could make out some of the words. In the background, I could see my family and a couple of friends standing behind them. The main thing that my aunt and uncle wanted was to ask me about a girl that I dated. They were saying, ""Who is she?"", ""What's she like?"", ""Where's she from?"" I felt very uncomfortable and, besides, they weren't giving me the opportunity to answer. I tried to yell but I couldn't. It felt like I was on trial. I turned around and dove into bed because I didn't want to hear anymore. They turned around and left the room.",college-m.tsv,,0.10245584,-0.31545156,-0.22184329,-0.088521644
088-4,"#088-4 Last night I had a dream that I was a work supervisor who was in charge of hiring job personnel. I sat in a large chair that looked like a throne. My desk was pretty big also, and it was made of a certain kind of dark metal (maybe iron?). As I sat in my seat, I interviewed the first person. His face wasn't at all familiar, but I noticed something strange. His head and face were normal, but his body was shaped like a boxcar. He came in as if he were driving a car (his feet were like wheels). At least a couple of more people came in for job interviews, but their bodies were also shaped like boxcars. As I asked job relevant questions they all laughed. At one point, they all came in at the same time and didn't listen to anything I said. They still laughed and laughed. It was mayhem.",college-m.tsv,,0.19660655,-0.073779546,-0.13906632,-0.055471186
089-2,"#089-2 [The dream happened after or before the ATM dream.] In this dream, I dreamt I had my ""Horizon Reader"" book in my bag. I believe the reason why I dreamt about the book was probably due to my eagerness in having it. I left my book in my locker, because my bag was heavy enough. I didn't need to increase the load. So I left it in my locker. But now I regret having done that because I have a reading assignment due next week. I was elated to find in my dream that my English ""Horizon Reader"" was in my bag. Of course this was just a dream. My book is actually in my locker. Strange, isn't it?",college-m.tsv,,0.30947277,-0.09562582,0.04570113,-0.24755043
089-3,"#089-3 [This dream is a recent dream that preceded the ATM-Book dreams. This dream is of a sexual nature.] I dreamt I was in a hotel. I saw myself outside of my room, while a maid came down with [illegible] equipment. When she got close enough to me, she said things to me that I could not accurately remember. But I did remember her saying price figures. I believe she wanted to sell herself for fifty dollars. I bargained with her and lowered the price to thirty dollars. She agreed to the price. So she would grant me sexual pleasure for thirty dollars. I also agreed. Then strange things happened. I found myself in the bathroom of my hotel room. From the bathroom, I could see people discussing things, just normal things (not sure about the contents). I started feeling guilty; I started changing my mind. I didn't want to have sexual pleasures with the maid. From the bathroom, I could see the maid preparing my bed. She wore [illegible] clothes. The dream ended there. Strange, isn't it?",college-m.tsv,,0.13968779,-0.2449259,-0.08159471,-0.2945151
089-4,"#089-4 [This dream took some time before I filled the questionnaire of the psychology survey.] I dreamt of this kind of a building which I have difficulty describing: [drawing] . The house has a tall musclelike structure above the rest of the house. The dream began with an eerie feeling that I was at Harvard University. Somewhere near the top of the muscle structure there was a nest for a white bird. The view of the house in my dream moved from top (bird nest) to the bottom of the house. The whole house was in view. The transition from top to bottom was accompanied by a U2 music. I don't listen to U2 music but I did once see a video of U2 of one of their songs. There were some people in my dreams on the ground who were supposedly making a movie. I think the director was U2 lead singer himself. He was at the same time the music player. I don't know from where. That was it. Strange, isn't it?",college-m.tsv,,0.32758477,-0.14810263,-0.05548173,-0.21991026
090-2,"#090-2 I was at a swanky hotel it looked like; there were no sounds. I started the dream with the feeling I had done something wrong. I was walking through the lobby. Pinkish/red carpet, lots of big plants/trees. The front side of the lobby was glass at an angle. I was walking, eventually, to the elevator and saw an old high school friend. She said nothing but looked at me with disapproval. This all happened in slow motion. I saw a brunette as me, who I knew at the time but I can see her face now. I got on the elevator. There were several people who I didn't know. As soon as the elevator started up I knew what was going to happen. The elevator shot through the top of the hotel. No one panicked though. Everyone was very calm. I pulled the doors apart and we were hundreds of feet in the air. We slowly fell towards the ground. None of us was concerned. We just watched as we fell. It was actually a cool feeling free falling with no anxiety. The next thing I'm walking out the front door of the hotel. I'm watching myself walk out the front door, as if I were watching back on the TV. And then it ended.",college-m.tsv,,0.15861331,-0.40615612,-0.19541255,-0.02278191
090-4,"#090-4 Inside of a store there was just like an empty box. No front. This [illegible] building and there were stores on each side like you would find at downtown crossing. It was 4-5 stores from the corner. In the back of the store you walked out a door and onto like an [illegible] channel of water. It was like the underground passageways in Istanbul. A friend of mine and I had hooked up a guitar to an amp and run an extension cord to the corner. Neither of us plays the guitar in reality. I'm in the back on the indoor boardwalk. I walk down a couple of shops having a cigarette and I hear this song playing. At first I think it's a radio but as I walk down to the ""store"" there is my friend playing the guitar with a drummer and two back-up singers. The song sounds great. I've never heard this song before yet I'm singing the words in the dream. They finish. There's a large crowd in front of the store. I feel envious that I missed a chance to play. One of the singers collapses what it looks to be a baby stroller. My friend asks me if I'm going up to school. I think to myself, ""Do I have time to go home and change first?"" I remember [illegible] It ended there.",college-m.tsv,,0.06479583,-0.113235265,-0.20094356,-0.12462616
091-1,"#091-1 This morning I woke up and the dream I remembered for last night was about my being at a big social dance. Over there I recalled dancing with a few women that I know. Later, I remembered that we left with a few friends in my car, and I forgot what happened after that.",college-m.tsv,,0.5834162,-0.12574358,0.31554884,0.025807105
091-2,"#091-2 I dreamed that I was with my girlfriend. Then a Chinese person began throwing stones at my back car window. In this confusion with the Chinese person, I also remembered having ice cream with my girlfriend. Meanwhile, the Chinese person was still throwing stones at my window, but the window would not break. I remember shouting at that person. That is all I remember.",college-m.tsv,,0.5496096,-0.1392999,0.2630444,0.1443581
091-3,"#091-3 I dreamed that my friend opened up another laundromat. My girlfriend works for her sister's laundromat. I dreamed that they opened up another laundromat, because they are so busy, and the one they have now isn't a very big one.",college-m.tsv,,0.49246234,-0.11242925,0.3485129,-0.060478922
091-4,"#091-4 My last dream was about my playing baseball at my family's apartment building which they own in Londonderry, New Hampshire. My family has property with a lot of land in New Hampshire, and I dreamed that I was there with my sister and a couple of friends, and we were playing baseball.",college-m.tsv,,0.5691874,-0.12447428,0.31628406,-0.12891123
092-1,"#092-1 My first dream was I was at my work and I was watching football in work. It was dark and rainy in my work. And, I got locked in work overnight and had to sleep there and work the next day. That is all I can remember.",college-m.tsv,,0.66878694,-0.14901705,0.4066389,-0.006032264
092-2,#092-2 My second dream was I was in Canada since I was there about two weeks ago. I had a dream I saw my girlfriend with someone else. I kept trying to talk to her but she couldn't hear me. I finally woke up and I was glad it was a dream.,college-m.tsv,,0.64358944,-0.14921944,0.39825687,0.040396947
092-3,#092-3 My third dream was I was in the mall and I saw some kid steal something out of the record store. The cops chased him around the corner and instead of grabbing him they got me. I tried to talk and nothing came out of my mouth so they arrested me.,college-m.tsv,,0.5606771,-0.22310945,0.3111552,0.16720338
092-4,"#092-4 My fourth dream was I called up my friend to go out but before I went to bed I was drinking. Unfortunately for me to get home that night my friend had to drive me home drunk. So that night I had a dream that my friend and I were driving around this [illegible] and he skidded out but nothing happened to our car. Six to eight cars behind us flipped over and got on fire. It reminded me of a scene I saw in the movie,  ""The Good Sow."" I got out of my friend's car and walked away and didn't get caught.",college-m.tsv,,0.57399553,-0.27902135,0.30146298,0.15831663
093-1,"#093-1 I had a dream that my father bought three cars for me and gave me a choice of which car I wanted. I could not make up my mind. They were all nice cars. They were three Lincoln LSC's. I took a black one for a ride and ended up in a beautiful field that had many flowers and lush green grass. I kept driving, and I never ended up anywhere. I kept seeing the same street sign over and over. It said next exit three miles ahead. Then I woke up. The dream was senseless.",college-m.tsv,,0.5994723,-0.18341231,0.35751885,-0.032472275
093-2,"#093-2 I had a dream that my friends and I went to Florida for spring break and I forgot to pack my hairbrush and my razor. I remember I was really frantic because I needed those two items. My friends kept saying that I could buy new ones, but I did not listen to them. I was pretty mad at myself for forgetting. Then I woke up.",college-m.tsv,,0.5504207,-0.10696438,0.3465246,0.02935267
093-3,"#093-3 I am having an exam in my culture and diversity class. There is a lot of material to remember. I had a dream that I was sitting in class taking the exam and I could not remember anything that I studied. The clock kept ticking away and I could not write anything. I started to cheat off the girl in front of me. I wrote all her answers down. The professor was getting suspicious. I started to sweat a lot; sweat was dripping down my forehead. The teacher came over and whispered the answers in my ear. I could not believe it, but when I looked down on my paper it was blank again. Next thing I woke up.",college-m.tsv,,0.25283173,-0.25411284,-0.01481148,-0.0854305
093-4,"#093-4 I dreamed that I was at work and I had a fight with a customer over the change I gave her. She said I gave her the wrong change, but I did not. She kept persisting and I got madder and madder. I called the manager and had him talk to her but she said I stole her money because I needed it to buy new shoes. This made no sense to me. How would she know if I needed new shoes or not? I told her she was crazy. Next thing I knew she was grabbing all the money from the till. I told her to stop stealing. She said she was not stealing; she was just taking what belongs to her. The money did not belong to her; she was a thief. I started to grab the money back and then I woke up right in the middle of my dream.",college-m.tsv,,0.077799566,-0.1858653,-0.0637048,-0.08739103
094-1,"#094-1 My first dream started off at the carnival. I was on the ferris wheel with a girl when all of a sudden she was kidnapped by four thugs in a van. So I quickly jumped off, got in my car, and chased after them. When I finally did catch up, they pulled out machine guns and started shooting at me. I then pulled up next to them, grabbed the girl somehow and rescued her.",college-m.tsv,,0.57616305,-0.25712422,0.3115448,0.12808454
094-2,#094-2 My second dream had to deal with me getting into an accident that day. All I kept dreaming was looking in my rearview mirror and seeing a car coming right for me nonstop. He then slammed into me and sent me flying. It was more of a nightmare that really did happen. I just hope it's something I never have to live or sleep through again.,college-m.tsv,,0.64538205,-0.27605498,0.3444399,0.07747262
094-3,"#094-3 My third dream was about me going to visit my girlfriend in the hospital. In real life, she is currently wearing a neck brace and an arm sling due to some guy hitting my car from behind. However, in the dream, I pictured her being much worse lying in a hospital bed. How much I wanted to kill the guy who put her there.",college-m.tsv,,0.49527347,-0.3035003,0.22959301,0.07334524
094-4,#094-4 My fourth dream was really stupid. For some reason all I remember was going in and out of a particular door in a business building for no apparent reasons. In and out . . . In and out . . . In and out . . . It made no sense. All I kept doing was going outside to talk to someone only to come back in and then go back out again,college-m.tsv,,0.49851298,-0.18541802,0.29462376,-0.0067227245
095-2,"#095-2 A dream I had recently went like this. I was at a cottage on a dock we stayed at in Nantucket. I was in a room with my girlfriend and a few of my friends. We were all drinking. My girlfriend was in the room but she was wearing a bikini. All my friends were staring at her. I began to get mad but I held it in. I can remember becoming really uncomfortable. While we were all sitting around drinking I told her that she should change, but she did not listen to me. Then one by one my friends started talking to her and trying to kiss her and grab her breasts. I flew off the handle. I grabbed everyone who did this and threw them out a window into the water. (The cottage was part of the dock and it was on stilts over the water.) Then my girlfriend started to cry. I asked her why she was crying. She said because they were my friends that I threw out the window. I kept telling her that they weren't because, ""They were trying to kiss you,"" but she couldn't understand that. I woke up, but I had the feeling that when I woke up that something was unresolved.",college-m.tsv,,0.13387766,-0.41297728,-0.13521871,-0.14569959
095-3,"#095-3 Another dream which I had was one in which there were kids in the woods somewhere. I was with my brother and they were behind some bushes. They were being loud so I threw a rock at them. They began to chase after us. I was saying to them as I ran, ""I'm sorry."" I remember feeling like a coward with my brother watching me do this. I ran into my house, but it was not my house. It was someone else's house and I thought it was my house. I locked all the doors and windows so no one could get in and then the kids started throwing bricks in at the windows. I became scared so I called the police. They never came. Then my brother and I went outside through a window or something that they could not see me leave. We watched them throw bricks at the house. Then one of them wandered over to us, and I began to talk to him. He was siding with me and forgiving me for throwing a brick at them. Then he called them, the rest of the kids, over to us and they were not so forgiving. They tried to hit me over the head with a brick so I tried to cover my head. I have no idea where my brother was as I tried to escape. Then I woke up feeling my heart racing. I was sweating and afraid but at the same time feeling like a coward.",college-m.tsv,,0.062401704,-0.4353337,-0.28905374,0.06743013
095-4,#095-4 I had a dream in which I was out at a party and my girlfriend was with me. There was a kid she knew from my old high school. She was flirting with him and I tried to keep her from doing it. She just kept doing it. He kept flirting back even though I was right there. Then I remember walking into the bedroom and she was in there on the bed with her ex-boyfriend. She was having sex with him. I pushed him off and started to fight with him. He disappeared and she was on a couch with two boys who were both having sex with her. I remember very vividly feeling the walls and things in the room coming closer to me like everything was closing in on me. I was helpless. I woke up feeling very uncomfortable and angry.,college-m.tsv,,0.2726541,-0.40614423,-0.086395904,-0.116505146
097-1,"#097-1 It was a rainy night and I was on patrol with the police department. The roads were flooded because it was raining so hard. We were patrolling the east side of town when we came across two people who looked as if they were breking into the car. My partner put on the highbeams and the ""take-down lights."" The person on my side took out a semi-automatic gun and began to shoot at us. Both my partner and I were hit. When I looked over at him, he looked dead. As the people kept shooting, I crawled to the edge of a hill and slid down to the bottom. Then I floated down a street where I reached up and grabbed a pay phone and dialed 911.",college-m.tsv,,0.09677181,-0.2068807,-0.2667063,0.53890234
097-4,"#097-4 I was riding down a tower's stairs on my bike and we were about three stories high. A friend of mine wanted to bust me up by throwing my bike over the side. I told him that if he tried, I would beat the hell out of him. All of a sudden he threw my bike over. So I hit him so hard he fell over the edge. He fell about three stories. When I looked over the edge he was dead. I walked down to see if were really alive or dead. Then I saw my brother-in-law walk by. I called for help but he would not come over to help. When I looked at my friend he was alive again as if he were waking up from a sleep.",college-m.tsv,,0.082159296,-0.2770836,-0.34152383,0.42514881
098-1,"#098-1 To understand this dream you have to understand my family. In my eyes, my father's mother doesn't care about us. She never calls to see if anything's new or just to check up on us. I maybe see her 4-5 times a year and she lives in the same city as us. My mother's mother is always around and would do just about anything for us. Anyway I am at a party with my family and father's mother comes and starts bitchin' at us for no reason. I blow her off cause I'm fed up with her. My mother's mother comes and I give her all of my attention and do anything she needs. Then the dream turns to where I see my sister lying in an alley beat up. The kid who did this was a kid I don't like from the projects. My cousins and I get a hold of him in front of my house and we beat the hell out of him. When we're done and walking into my house I turn to see him gasping for breath and bleeding very badly in the middle of the street.",college-m.tsv,,0.1468772,-0.43931404,-0.15035689,-0.22479643
098-2,"#098-2 I was reunited with all of my friends from years ago. [A lot of the friends I had when I was younger are having difficulties with police now.] Anyway we all were standing under a streetlight when something happened. I don't recall what, but the next thing I remember is my friend Paul and I were running through alleyways, jumping fences and climbing on the ladders that are attached to apartments. The police were chasing us and we were trying to escape. When we got on top of one of the roofs and the police were catching up, a door we needed to get in on top of the roof was locked. I ended up kicking the door in and after that we kept on running and a few seconds later I woke up.",college-m.tsv,,0.13500762,-0.21961497,-0.22448051,0.414262
098-3,"#098-3 This dream was short and to the point. My girlfriend and I have been together now for almost two years. The relationship that I am in is incredible. We match together perfectly. Anyway the dream that I had was of our wedding (the church, the reception and honeymoon). Of those three the reception is the most vivid. Everybody was drinking, dancing and having one great time. Melissa looked as beautiful as ever. I myself didn't look that bad. Then on the honeymoon we went to Disneyworld. I personally have been there three times and I can picutre Disneyworld real well. In my dream Melissa and I were riding on all kinds of rides I remember from being there before.",college-m.tsv,,0.4755413,-0.14312163,0.22226278,-0.27540255
099-1,#099-1 Dreamt I was in some kind of a war. I was trying to rescue someone from a prison. I don't know if I was working with the government or on my own. I do know that the person I was trying to rescue was important to me. It took place in a jungle. That's all I really can remember.,college-m.tsv,,0.55582094,-0.1353818,0.2540361,0.075224645
099-2,"#099-2 This dream was one of the best ones I've ever had. I dreamt that I was able to fly. Not just fly in the sky, but in space. This dream did a lot of skipping around on me: as if I were changing channels, so a lot of it doesn't make sense. I do know one thing for certain -- that I was able to fly to the end of the universe. At the end there was nothing but a white and black light.",college-m.tsv,,0.5523669,-0.10343812,0.27352953,-0.023707723
099-3,"#099-3 This dream was very strange. I was hunting demons. The only thing I had to hunt them with was a sword. It seemed to be happening in the nighttime. I had a companion with me, a girl. I can't remember anything about her -- why she was there, if she was a friend or relative, or if I saved her from something. All I can really remember is the desire to kill these demons. I'm not sure why I wanted to, but I think it is because they did something to me or my family, or they took something from me.",college-m.tsv,,0.4063092,-0.29005846,0.002057046,-0.14312853
100-1,"#100-1 This dream began after I was awakened early in the morning then went back to sleep for about 45 minutes. The dream began with me entering the subway station where I usually begin the commute home at every evening. Many people filled the station as they waited for their trains to appear and take them home. As I was waiting for my train in the crowded station, my employer appeared next to me out of the crowd. We began conversing about a legal case (my employer is an attorney) that was taking place in the state of Oregon. As we were talking, my employer excused himself so he could make a purchase at the newsstand. While he was gone, I noticed that it had been 45 minutes since I entered the train station and my train still hadn't arrived. My employer returned to where I was standing and we resumed our conversation about something taking place in Oregon. He stated that a court in Oregon wouldn't send him a piece of information that he needed because the people in Oregon don't like east-coast attorneys. At this time I began thinking of the forests and sylvan landscapes of Oregon. I also noticed that it had been over an hour that had passsed, and my train still hadn't arrived. At about this point I woke up.",college-m.tsv,,0.22343682,-0.22110799,-0.02284365,-0.084752604
100-2,"#100-2 The first thing I recall about this dream is finding myself enclosed in a large open field of grass surrounded by trees. I walked across the field from where I was standing in the center and approached a row of trees along the border of the field. As I reached out to touch one of the trees, I realized that all of them were flat objects that only appeared to be trees. When I actually touched the one I was closest to, the whole row of fake trees fell backwards over a great precipice. As they fell away, I remember moving away from them and proceeding back through the field. I began running until I approached the trees near an opposite side of the field. When I came close to these trees I could see into the forest and could perceive solid ground beyond. Since these were real trees growing out of real ground, I stepped out of the field and began moving through the forest. I remember running through the forest swiftly, but remember nothing further about this dream.",college-m.tsv,,0.37389567,-0.23921804,-0.010531789,-0.08455153
100-3,"#100-3 During my dream early this morning, I was swimming in the ocean while a bright shining spotlight shone on me. The spotlight followed me whereever I swam. I tried to escape the light by swimming very fast in different directions and diving deep into the water, but it continued to follow me. I kept diving deeper and deeper, but when I came to the surface the light was always there shining on me. After a while, I realized there was no escaping the light so I swam towards the shore. When I reached the beach I walked out of the water and came to a parking lot where my brother was sitting in a car. I remember nothing further about this dream other than my brother and me greeting each other in the parking lot.",college-m.tsv,,0.44438803,-0.2712201,0.10118399,-0.05944555
152-1,#152-1 I dreamt that I was at my friend's house and I wet the bed (within the dream). When I woke up the bed was not wet.,college-m.tsv,,0.57820356,-0.17557745,0.29235402,0.104743175
152-2,"#152-2 I dreamt I was at my friend's house. We were about to go to the Pink Floyd concert. I read my ticket and it said 8:00 pm. We left (well, actually, all of a sudden I was somewhere else). I felt the need to smoke pot, because everyone was tripping. We smoked pot for a while. Then I remember walking through the place where the show was to be held. I remember specifically two doors. One door went into this hallway that was really trippy. There were all types of objects hanging from the ceiling. I really liked it but after I saw this I left the hallway. Then I am not sure of the sequence but I think I looked at my ticket and it said: 12:24 pm. Which is an increment of 4 hours and 24 minutes. Then I walked to the other door in which I saw a bunch of people working on control boards. I knew they were preparing for the show or something so I left. I then remember seeing the other hallway again, but I could not enter. This is all that I recalled.",college-m.tsv,,0.16275576,-0.18428998,-0.122531995,-0.0865238
152-3,#152-3 I was trapped in some type of container and people kept walking by me and laughing. I tried to get out but I just couldn't. Finally when I started to fade off I  jumped up and was awake.,college-m.tsv,,0.28074357,-0.06766628,-0.044573434,0.42407438
152-4,"#152-4 I was in some type of warehouse, and I had a friend with me although I can't recall who it was. I remember his telling me that we had to get away and then we were running from these two guys. One was an Indian and the other was just mean-looking. We got caught and the Indian was sticking a needle right into my finger. This hurt, within the dream, and then I woke up.",college-m.tsv,,0.51431763,-0.24191095,0.16638753,0.10261454
153-1,"#153-1 I dreamed I was trapped inside of a plastic cage. I dreamed it was my girlfriend's mother who was holding the key to get out. She and her daughter were laughing at me becuase I could not get out. After that I remember just opening the door, because it was never locked. When I stepped out I felt like I was falling down stairs and woke up suddenly.",college-m.tsv,,0.5905118,-0.26056907,0.2835328,0.16139884
153-2,"#153-2 I dreamed that I met up with one of my girlfriend's best friends. She was trying to seduce me to sleep with her. I kept saying no, that I cannot. If Kathy ever knew what was going on or, what she said she would kill me. To make a long story short I did sleep with her. When I woke up it was my girlfriend next to me not her best friend. I remember waking up and sweating. I could feel my heart pounding. I realized it was a dream and flung my head back with relief.",college-m.tsv,,0.5675543,-0.27380595,0.23351404,0.06680833
153-3,"#153-3 I remember coming out of a hair salon and everybody laughing at me. Extensions were put in my hair and it was down to my butt. I could not see it, only people looking at me could see it. The reason why I think I had this dream was because that day I got a haircut. The lady shaved it too short in the back and it looked stupid.",college-m.tsv,,0.50769883,-0.13695143,0.20808633,0.076815166
153-4,"#153-4 This dream was very recent. I dreamed I was doing finals and right after finals I flew down to Cancun, just by myself. It turned out I went swimming in a pool in Cancun. There was a bar in the water in a cave. When I swam up to get a drink I heard my name being called over the speaker. There was a guy speaking half Mexican-Spanish and half English. What I remember him saying was that I forgot to feed my dog and I had to go home. Next thing I knew I woke up and my dog was licking my face.",college-m.tsv,,0.61607593,-0.2263071,0.32420248,0.016693689
154-1,"#154-1 Last night's dream was a dream that I realized when I woke up and smelled the coffee that is what it was, only a dream. I had watched the hockey game on TV and saw one of the players score four goals and the crowd was going crazy. The dream that I had was that it was me who was on the TV set playing professional hockey and receiving all that attention. I have currently two close friends who play professional hockey and during the summer they are constantly being recognized in the public and it drives me crazy. So before going to bed I started to wonder how it would feel to be in the limelight. It was a great feeling: going out and everybody just would stop and ask me for my autograph. A good feeling.",college-m.tsv,,0.5053116,-0.105306454,0.20786744,-0.047538977
154-2,"#154-2 The dream that I had was that I won the megabucks. I had won 30 million dollars. At the beginning it was great but I ended up being miserable. People that I was close to started to say that I was snobbish and was always bragging about myself. I always thought prior to this dream that having an overabundance of money would be the best thing in the world. I found out in my dream that it was nothing but problems. It seems that every time I have strange dreams, I would have a conversation with somebody about certain topics such as money and the topic develops into a dream that night. I discovered in my dream that I had so much money that by being [illegible] I was trying to get rid of it but that was just as hard.",college-m.tsv,,0.4212237,-0.09662648,0.19233076,-0.21262534
154-3,"#154-3 I saw myself being the MVP in my softball league in my dream. Also I was given the Most Improved Player award and also being voted to the Allstar team. I was told that everybody who was on my team was so surprised that they never thought that I could turn my performance around so quickly. I was hitting homeruns like it was nothing and also making catches that I only could make and no one else. Every time I would show up at the ball park, people would start to talk and I could hear the positive remarks that were being said about me. I ended up making a diving catch in the championship game. When I woke up to go to the bathroom the next day, I looked in the mirror and wondered, some day I wish the dream never ended.",college-m.tsv,,0.45642292,-0.10840763,0.16217765,-0.007009592
154-4,"#154-4 A few days ago, I watched a show called Rescue. There was a police officer who saved a grocery clerk from being killed in a hold-up. My goal in life is to be a successful police officer. During my dream, I was considered to be a brave cop and was always thought of as being gutsy. There was a situation where I was driving in my cruiser and was called to a scene where a man had a gun to a woman's head ready to kill her. I risked my life in trying to save her by going in the bar and trying to talk to him. I succeeded but sweated every moment. All that I remember was that the suspect threatened to kill me. When I woke up the next day, I started to question about becoming a police officer. A frightening dream.",college-m.tsv,,0.3593238,-0.2445182,-0.029415641,0.09343989
7,"I was at a party at Adam's house. They had many of their friends there and I felt very uncomfortable and out of place there. There was one man there, younger than me, who seemed to be interested in me. I couldn't believe that he would be. However, he was persistent and we ended up getting close. Not sexual, but emotional. We held hands, talked a lot, and kissed. Later I was with him and my family.",elizabeth.tsv,(1992-02-15),0.07364336,-0.06172016,-0.31338108,0.057140395
8,I saw myself with Gary S. It was the Victorian Era. We were in bed together. He was stabbing me. I believe he was stabbing me rather than I him,elizabeth.tsv,(1993-??-??),0.11810619,-0.0071690185,-0.3240805,0.24885415
29,I'm not even sure I was asleep yet. I was walking outdoors. I had a trench coat on and I got down near the ground by a puddle to look into the water but I stuck my face in the water.,elizabeth.tsv,(1999-10-10),0.32873815,-0.039666474,-0.13295181,0.3098595
37,I was dreaming about dreaming. The word salad seems important but I don't know why. I had this image of a suspended bridge between; it seems like maybe two buildings. I don't know if I was standing on it or not. I was thinking about telepathic dreams and getting the message.,elizabeth.tsv,(2000-01-27),0.43477282,-0.12429745,0.09051008,-0.27662668
65,There were two tornados. One tornado was my mother and I was the other. We were going into each other. I awoke feeling that this was a good thing and I should stay home to complete my paper.,elizabeth.tsv,(2000-04-11),0.17150706,-0.039773785,-0.2073449,0.1508692
70,Doctor W and a janitor from work. He was upset with her work and she told him that she didn't think he liked her. He denied it. I was thinking about the fact that I don't think I will ever live up to his expectations in waking life.,elizabeth.tsv,(2000-04-16),0.10408617,-0.0019890494,-0.18677138,0.11296685
91,"I dreamed that I was dreaming. Barry C was there via an OBE. He was lying in bed with me in the spoon position. I was talking to him, telling him how real it felt. He was holding me very tightly. I kept trying to snuggle even closer.",elizabeth.tsv,(2000-06-19),0.5765892,-0.092898786,0.21088958,0.012929236
99,"I went to a party at Jane H house. I spent some time talking with her son, who is a little older than Matthew. I remember a swimming pool but I don't think I got in. I told some man about a very spiritual dream I had.",elizabeth.tsv,(2000-06-29),0.26886427,-0.055226926,-0.078784615,-0.040637225
112,"I was at CIIS. Michael T was looking for someone to marry. He wanted a marriage of convenience. I think he wanted an older woman that he could learn from. He asked me and I told him I would need to give it some thought. All of our classmates wanted me to say yes. Perhaps it was the next day that he and I were walking some of the trails discussing it. I had my arm linked through his. The feelings both ways were very warm. I told him that he is an amazing man, but asked him if he loved me and he said no. I told him that is why I can't marry him. Because when I do marry the next time, it will be for love.",elizabeth.tsv,(2000-08-16),0.019473078,-0.014239026,-0.3394894,-0.15636404
117,"Twice I made sounds or cries aloud that woke me up. Several times, I wanted to make movements like slapping but could not do it with any force. I sensed that I was a black man.",elizabeth.tsv,(2000-08-18),0.22059387,-0.031206992,-0.28645447,0.1700361
