n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
Sam-H-11,"#Sam-H-11 (02/05/64) Oriental man playing recorder-like instrument to his dog, which showed attention to his master and sat at his feet while the Oriental played. I tried to play, but the recorder was made of stone, and the dog would not pay attention to me. There was more than I can't remember. Oriental setting -- not recognized. No feelings. Indefinite time.",miami-home.tsv,(02/05/64),0.17872807,-0.2200034,-0.015198465,-0.12185034,3
2,"I was getting change from a store after I purchased something. In with the ones they were giving me back were a few 100's mixed in. Some were red and others were orange. They looked like fake money. I took them to my manager at work and asked her if they were valid. She said they were, and I was very happy.",dahlia.tsv,,0.06883025,-0.24448949,-0.27423754,0.08078233,0
3,"I walked into my bathroom and looked at myself in the mirror, and my hair coloring was fading into blonde.",dahlia.tsv,,0.1095486,-0.059724867,-0.16258721,-0.021841165,2
7,"I wore dentures and I couldn't keep them in my mouth. I was in this big, empty room and I kept trying to put my dentures in. One tooth kept falling out of the socket and another was a baby tooth that was brown and rotten. I took the dentures out and looked in the mirror. I didn't have any teeth at all.",dahlia.tsv,,0.12980689,-0.11034174,-0.2914972,0.13815424,2
8,"I was at the opera with my friend Rachel and someone else. Our seat was 40D. I remember thinking how underdressed I was because no one told me we were going to the opera. We asked an usher where our seat was and he said just keep walking, the aisle merges right. When we got to row 40 I turned around and Rachel and the other person had disappeared and I couldn't find them anywhere.",dahlia.tsv,,0.24648438,-0.07964218,-0.0050640674,0.057178717,2
13,"I came into work and no one was there, but there were lots of empty pizza boxes and soda cans laying around. I had a green slug in my pocket and I remember picking it up and putting it there. For some reason I didn't want to touch it, so it crawled out of my pocket and stretched very long and climbed onto the counter and then it got really big and fat -- huge. Then there were these two little slugs crawling around and I wondered, ""Where did they come from?""",dahlia.tsv,,0.07037756,-0.093935505,-0.3251312,-0.041650932,2
14,"I came into work and my manager was there. She was mad that I hadn't done the maids' schedule for next pay period, even though it wasn't my job. She started yelling at me and telling me that I needed to learn. I was so scared and I didn't know what to say.",dahlia.tsv,,0.007332269,-0.08454126,-0.30460075,0.20173734,2
18,"I am in this huge arena and it is packed with people. I am at the very top of the arena and I start walking down the aisle. As I get to the center, I realize that there is a concert going on. It is very crowded, I realize that the group is New Kids on the Block. They all looked so cute and I was so excited to be there. Then Joe from the band saw me and smiled. I was so happy. Then he pointed at me and walked down the stage stairs and took my hand. That's all I remember.",dahlia.tsv,,0.24860457,-0.028568685,0.034091327,-0.07270648,2
19,"I was back in high school walking down the corridors during passing time. Everyone there was in college; all of my college friends were there, but none of my high school friends. I was trying to get to my math class, but I couldn't find it. I kept walking into all of the wrong rooms.",dahlia.tsv,,0.26445347,-0.023912787,-0.26734945,0.30394974,2
21,"I was watching Saturday Night Live and they were doing a parody of Fantasy Island. There were six huge muscular men holding back Tattoo. They were like those really butch gay men in leather and wearing black leather pants and vests. They won't let Tattoo go and he keeps saying, ""Let me go, let me go, I need to go."" Finally they let Tattoo go and he runs to this huge puff of smoke. Then Tattoo says to the men, ""Do you see what happened? You didn't let me warn him."" It was never stated, but the moral was that since Tattoo could not warn Ricardo Montablan about the plane, the plane hit him.",dahlia.tsv,,0.061550137,-0.0669076,0.114033215,-0.24925911,3
22,"I was with Bob and we went to this hotel to meet with one of his friends. I think it was this guy Donald, and right after we met, we went into the bathroom and he laid over the bathtub and I gave him a blow job. It was very vague and I didn't actually do it, but in my mind I knew I was giving him a blow job.",dahlia.tsv,,0.11476962,-0.034249008,-0.09470068,-0.021918295,2
Jan-15,"#1-15 (1998-05-26) One day I was on a ship and we were in a storm. We pulled the strings we were on a big ship, you know, very big, but then when we got to the other side of the ocean I got to see my friends. My friend Molly said, ""it's a great place here"" and my friend Kathy said,"" there's lots of stores here"".",melissa.tsv,(1998-05-26),0.3477763,-0.055436477,-0.036938142,-0.16307475,3
Jan-17,"#1-17 (1998-05-28) I found a whale that was a toy and it was floppy like Jell-O, so on accident I let it go and it broke a lamp.",melissa.tsv,(1998-05-28),0.28189063,-0.0640419,-0.08925553,-0.14026509,0
Jan-19,"#1-19 (1998-05-29) My chest was hurting real, real bad in school so Mrs. Smith [ her teacher] just said "" I have something for your chest"" I said ""what is it, what is it, what is it?"". ""It's a needle and a safety pin"" she said ""Needles for sticking the needle where it hurts in your chest. Then putting the safety on the needle"".",melissa.tsv,(1998-05-29),0.10061853,-0.12365891,-0.050959244,-0.053067986,0
Jan-25,#1-25 (1998-06-18) I went to a play and at the end of it I got up to go up on the stage to help and when we went to the car at the end I got to meet one of the guys in the play. ,melissa.tsv,(1998-06-18),0.29087472,-0.02158022,0.15298335,-0.059978317,3
Jan-27,#1-27 (1998-06-26) I was at the airport and I wanted to get something but I didn't know what because all there was this little stuffed animals stuck together and I didn't like that. Then I saw the perfect thing--it was a little glass wolf with some pups. Then I got onto the phone after I bought it and we arrived in [vacation state] .,melissa.tsv,(1998-06-26),0.31646514,-0.04500377,-0.0341303,-0.07007904,2
Jan-31,"#1-31 (1998-07-10) I was on my porch and somebody came over and said, ""Look at my robots"" and I said ""cool"" and then out from the door came these robots after robots and there was only one more left that didn't want to come out so I had to push him out with a broom. He had rollerblades on and he had all sorts of control buttons on him. He had a very, very long antennae.",melissa.tsv,(1998-07-10),0.2434001,-0.05139014,-0.093342185,-0.059141535,2
Jan-33,#1-33 (1998-07-16) I had itchy spots and all of a sudden they just turned white and I had white marks all over me. My dad said to put some stuff on it.,melissa.tsv,(1998-07-16),0.2614853,-0.11260791,-0.15031542,0.13462883,0
Jan-35,"#1-35 (1998-07-20) I was in my room and dad had all my Ranger Rick magazines piled on each other and I said ""What are you doing with them?"" and he said ""I'm giving them to Rayna"" and Rayna had this nasty look on her face and she said to me, ""They're not yours anymore they're mine"" Then my dad gave all the magazines to Rayna and I took them right out of her hands and I put them in my room.",melissa.tsv,(1998-07-20),0.29085308,-0.014760822,0.10870582,0.056179266,1
Jan-38,"#1-38 (1998-08-05) Donald Duck, Mickey, Goofy and other animals were on a ship getting ready to go on a ride on another land. They got caught in a storm and a thing like a cocker spaniel puppy was on a little thing-boat, but all by himself with just a teddy bear. Donald Duck wanted to get to shore so he pulled on a little wooden thing that the puppy thought was going to be his food because he was fishing. The puppy said, ""what are you doing"" and Donald said, ""pulling to shore"" and the puppy said, ""no, not that"" and started to cry because that was all he had. Well a seal came along and said ""hop on our ship, yours is little and is going to fall over"". The seal said gather up your things and come on our ship. The seal fell off and she was in the water somewhere and she got another home. They got to shore and it was the next day that day a big fat walrus decided to make the ship his home so when they started floating along the ocean floor the walrus made the ship tip and tip and Donald Duck saw it and said, ""get off, ,get off, get off our ship."" The walrus off and the animals found the seal on the way back home and got home safely and the puppy found its mother.",melissa.tsv,(1998-08-05),0.14230256,-0.04935354,0.04016839,-0.23666742,3
Jan-39,"#1-39 (1998-08-11) I was in the mall and there was a pet shop there and I had money to get two fish. I went in and there was this cage with two purple fish, and I bought them. Then the next day it was school and when I got home from school the fish were gone. I went back to the pet shop and they were there. But this time somebody stopped me from getting them and said these kind of fish you cannot buy. So I went back home and I dealed with it.",melissa.tsv,(1998-08-11),0.12612915,-0.08427252,-0.1666044,0.016355136,2
Jan-42,"#1-42 (1998-09-13) I was in the helicopter and I was with the Spice Girls. I said ""Can I be a Spice Girl too?"" and they said ""sure"".",melissa.tsv,(1998-09-13),0.33640116,-0.023952514,0.18625657,-0.013482616,1
Jan-43,#1-43 (1998-09-14) I was at school and the Spice Girls came. I got their autograph.,melissa.tsv,(1998-09-14),0.48928946,-0.10933922,0.15130773,0.15480606,1
Jan-47,"#1-47 (1998-10-11) It was the beginning of a new year of school. I was in first grade, but I got held back to kindergarten. All my friends went to the 2nd grade and I was in kindergarten.",melissa.tsv,(1998-10-11),0.4414431,-0.025427997,0.012971462,0.24921398,0
Jan-51,"#1-51 (1998-11-12) I was in gymnastics and I was fooling around too much, so my coach she sended me home and something else happened but I don't remember.",melissa.tsv,(1998-11-12),0.36816114,-0.060509503,0.04017427,0.10314385,1
Jan-53,"#1-53 (1998-12-02) I had a dog and it was a Lhasa Apso, and then my family and I talked it out, and they said I could have a dog, so we went to the pet shop and I said, ""I want another Lhasa Apso."" My mom agreed and we found a Lhasa Apso. We took it home and it started to growl for some reason, but we went on vacation and went to [big city] .. I opened presents there; one was a Noah's Ark and then another one was building blocks. Then on the way home from [big city] in the car-- but it wasn't a car, it was a big, big van--I lost the Lhasa Apso that I bought in the pet shop, but I found it and it was under a blanket.",melissa.tsv,(1998-12-02),0.03884659,-0.0016845763,-0.13825823,-0.012134796,2
1,"I was in the Grammar School playground, and this time Angela had taken off to somewhere in the school. So I ran over to Julie and asked her if she knew where Angela was, and she said: ""I can't tell you that."" At first I thought she was just being a bitch about it. But then I asked her why. Then she sort of laughed and said: ""I haven't seen her all day. Why don't you talk to her brother over there?"" So then I walked over to the bus stop. I was greeted by a 7-foot-tall giant of a dork who said: ""Who the hell are you?"" I said: ""I'm David, have you seen Angela? He said, ""Yeah, she's in the school building."" I said, ""Great,"" and started walking to the school. He stopped me, gave me a giant slab of masking tape rolled up to look like a joint the size of a cigar. He said, ""first let's play some games."" We both walked out into the street to a cone, then stood there until a truck came by. Then we'd wait until the truck was a little bit away, then we'd run into the bushes pretending to swear in Spanish. We did this five or six times, then I woke up.",david.tsv,(01/02/90),0.014347862,-0.039678693,0.059454493,-0.03345897,3
5,"I was in K-Mart, by some kind of loudspeaker. I popped in a King Diamond tape called ""The Dark Side"" and was playing ""No Presents for Christmas"". And in the beginning I was thinking about how ""Santa Claus couldn't know about everyone, because it's physically impossible."" I told Steve I played the song and he giggled.",david.tsv,(01/14/90),0.27475268,-0.022497714,-0.11311569,-0.03711207,2
6,I drove the Buick to the DMV to get it insured.,david.tsv,(01/25/90),0.16314599,-0.14472803,-0.22913106,0.14071378,2
7,"Our whole school went on this trip to Spain or France, I think, at any rate. The jet landed at the school, and everyone got out and went into the Pavillion. There were like 20 pay phones in there. I saw Angela walk towards the phones, I watched her for a sec, then cut in front of her.",david.tsv,(01/26/90),0.31492412,-0.13861191,0.014612429,0.14247707,2
18,"Amy and I were together, watching some show on a couch, and she was massaging my back.",david.tsv,(07/22/92),0.23546502,-0.044373006,0.030154793,0.084520064,2
19,"Heather and I were in the kitchen. She was sitting on the counter, speaking in Spanish. I tried to talk to her, but all that would come out was French. She jumped down and put her arms around me and kissed me, but we couldn't communicate. No matter how hard we tried, neither of us could understand what the other was saying, and for some reason, neither of us could force our lips to make English words.",david.tsv,(11/05/92),0.08683112,-0.05392158,0.020363962,0.08966612,2
30,"Something about the Capitol building in Washington DC. The stairs were greased. I also remember looking at photographs of a young, very attractive, mousy woman who was supposed to be named Cheryl. These were photographs of the young Cheryl, who supposedly was old and decrepit by now.",david.tsv,(12/24/95),0.31211716,-0.09571417,0.05966146,-0.1564641,3
42,"Will's parents owned a bookstore. It was a popular hangout spot. I watched a video about the Iran Contra affair. At the end, they took 142 leaders from different countries and hung them twenty at a time from gigantic steel gallows. I thought, and said, ""Gee, that's dumb! They didn't hang anybody from the United States!!"" My mom overheard this, and we got into another one of those stupid political debates.",david.tsv,(01/15/96),0.2331662,-0.18875417,0.018725058,-0.031230245,1
49,"First off, I was a friend of Jack Kerouac. He was trying to kill himself, and I was trying very desperately to keep him from committing suicide while trying to save a huge Glad bag filled with his manuscripts from the certain destruction he had consigned them to by putting them in the closet. Don't ask me the connection; I don't know what closets and certain destruction have to do with each other. Anyway, he succeeded in killing himself. I ended up rescuing only the manuscripts, because I decided he had written quite enough already.",david.tsv,(09/16/96),0.13667841,-0.059289545,-0.03907621,0.050653864,2
52,"The town was bigger: I don't mean that in terms of more crap in town; but in terms of sheer *size*. Each block was very large. Incredible size. Remember the guy with frizzy hair who used to stand at the corner by parking garage, listening to his headphones and playing air guitar? He walked by, holding a small rectangular piece of paper, like a check, in his hand, whispering ""yes! yes!""",david.tsv,(10/21/96),0.1869919,-0.10407123,-0.10585098,-0.08531272,2
53,"People had fixed middle names; their first and last names kept changing, but the middle names remained constant.",david.tsv,(10/22/96),0.30067003,-0.22500157,0.079259485,0.15458724,0
55,"All I remember is a skinhead telling me, ""pour le petit dijeuner, j'ai cafi noire et des cigarettes."" (For breakfast, I have black coffee and cigarettes.)",david.tsv,(10/28/96),0.27947474,-0.2202807,-0.03705883,-0.1598545,3
56,I recall a stack of old Dr. Suess books. Great fun. I thought of finding the Lorax and giving it to Laura.,david.tsv,(10/31/96),0.20561679,-0.31395286,0.011526531,0.038645584,0
65,"The area by the beach was condemned as a whole, quarantined and evacuated. People went in and cleaned it up. The town begins to resemble Venice. The Pope is coming to make a tour. Somehow I meet the Pope and take him around downtown, I talk to him but he keeps breaking into Ukranian and Greek. He says he's going to go meet the Ali Baba Kiosk guy, ""Jimmy"", over in the entrance to the city (a long green-walled channel sixteen feet deep) because it reminds him of his ""native Macedonia"". The Pope has made a four CD set wherein he comments on and talks about our town. In a variety of languages, of course. I, his new friend, am to walk around the newly refurbished beach area selling the CD. All the houses were sparkling blue and white. There was a dance hall by the entrance to the city; Perry's Coffee Shop moved into it because its old building was condemned. We were listening to Middle Eastern music. On the Pope's orders nobody could drink caffeine. Naturally, everybody in Perry's was pissed! So I went down into the beach -- I was smuggling caffeineated coke in. And the way I got it in was by putting it in these huge berry gatorade jars. This is how I met the Pope -- he saw me bringing the ""non-caffeinated"" drinks into the ""ghettoes"" (now the best part of town) and decided I was his friend. Before the pope left to meet ""Jimmy"", he told me I couldn't come, because they would be talking about ""highly secret things."" But wait -- I didn't speak a word of colloquial Albanian, did I? So I could come along if I liked. It occurred to me that I should run over to the library and learn Albanian real quick so I could hear all the Pope's secret discussions.",david.tsv,(07/08/97),0.009861644,-0.13983035,-0.014132821,-0.2282179,3
73,Will and Bryan are telling us in horrid and grotesque detail of a riot they witnessed. Will in particular tells me about a body he saw which was slashed from the tailbone to the base of his neck. He tells me about it and I visualize it in all its bloody hideousness. It is so revolting I wake the hell up.,david.tsv,(01/07/98),0.06963181,-0.01620534,0.077755354,-0.21022852,1
76,"The doorbell rang (!) and I looked outside on the steps. There was a package there. ""Ooo!"" I think. ""My Stephen Hawking book!"" I pick the package up and bring it inside to the kitchen. I remember some aria from Il Trovatore was playing. Laura's working next to me in the kitchen. I open the package: inside are four stacks of County Transit bus schedules. Along with three maps: one of a nearby city, one of San Francisco, and a geological/topographical map of the world. ""Odd,"" I said. ""I only sent away for one schedule.""",david.tsv,(01/11/98),0.19331008,-0.19102263,-0.059914775,0.0016855869,3
77,"I was walking through a ""Museum of Human Anatomy"" with a number of other people. We come soon to the skull display. There is one skull in full light, and another one beside it, indirectly lit, so it is mainly in the darkness. This skull has skin stretched over it, dead, straw-like hair, and eyeballs. The lips seem to be cut off. It doesn't look like he died a very pleasant death. Most of this is pretty well hidden by the obscure lighting, however. So we're walking along, and this idiot hippie guy bumps into the case, knocking the hideous head out into the full light. Everybody is very disgusted and turns away. The hippie guy says: ""Whoa... sick."" It wakes me up.",david.tsv,(01/15/98),0.0035174377,-0.049241945,-0.08673104,-0.25956854,0
78,"I'm in Patrick's ""hovel"". Patrick has built a bizzare little house for himself among the roots of a huge oak tree. It's one main room and a couple of side rooms. Patrick has died, and in his will he left me my old Apple II+! I turn the computer on and begin poking with the files ""on it"", as if it had a hard drive.",david.tsv,(01/15/98),0.1358642,-0.13300386,-0.12656125,0.04275718,0
81,"Laura, Jimmy and I were in Germany. Jimmy and I were in a bookstore which was underground. All the people spoke in these wierd voices that sounded amplified, tinny, and distorted. Naturally they were saying things in German. I remember one large man saying to another: ""Bitte! Ich moechte mich unterhalten!"" (Please! I'd like to enjoy myself!) At one point Laura came flying down the stairs with three ostriches. She was riding one of them. ""I got these for twelve bucks!"" she said. ""No, you didn't!"" Jimmy corrected her, examining the price tags. ""You paid twelve pounds each! That's like 90 dollars!"" We all got on the ostriches and blasted down the stairs through the bookstore, startling all the Bavarians. Suddenly we were in a river, an underground river. At one point I recall floating a fat person around on the water. We eventually got washed to Vienna. So now we're in a hotel in Vienna. A fat man and his wife, the same fat man we'd been floating in the river, tells us they're looking for their daughter, and shows us a picture of her.",david.tsv,(01/21/98),0.013233025,-0.17791083,-0.040016003,-0.25428003,3
83,"I was naked. So was Laura. I was re-stringing an unvarnished electric bass, so I guess it was naked, too. At one point I put a screw in to secure a string, but then realized I wasn't holding the bass but Laura, and I had attempted to affix the string to her cunt. She seemed to like it, though, so I kept turning the screw.",david.tsv,(01/25/98),0.056622025,-0.086551815,-0.18969004,-0.020508677,2
95,"Jimmy and I were in a park, arguing over the meaning of the word 'go'. We each thought the other was completely full of shit and spent a lot of time arguing about it -- a good natured battle.",david.tsv,(03/13/98),0.121351756,-0.1647807,-0.07120692,0.020143935,2
104,"Brad and I are in the City of Effaced History, trading comments on books. I tell him: ""You know, I like authors who've got energy first thing, like Hunter Thompson, the Dalai Lama..."" Brad throws his hands up in the air. ""Yes!"" We get to the house. It's being held hostage by a bearded guy from the Irish Republican Army, because of a schism over the interpretation of a Buddhist text.",david.tsv,(04/02/98),0.15322486,-0.19259578,0.19924721,-0.19506316,3
107,Laura and I are having sex. On a bus. In China. The driver got lost on his way to the hills.,david.tsv,(05/10/98),0.056657903,-0.07891747,-0.014139763,-0.093935125,2
112,"(Wartime in a besieged city. WWII trappings. Our hero is leaning against the wall, weeping, saying what may be his last farewell to his lover, who is also crying. A sharply dressed middle-aged man stiffly walks up to the scene. He is wearing a general's uniform.) THE GENERAL: ""It is time to go to the Rue des Quatre Mains, sir."" (The hero nods. Romantic music swells and fills the scene. The General moves off, and the hero delivers an impassioned speech to his lover.) THE HERO: ""I'll never leave you, not even in the hour of death. If they catch me in the battle and execute me later, promise to understand, promise, that I will always be with you, always!"" THE LOVER: ""I promise!"" (She wipes away a tear. The romantic music grows to a deafening pitch and weeping fills the theater. At the Lover's ""I promise"" the crowd in the movie theater does a standing ovation.) MEMBERS OF THE AUDIENCE: ""BRavo! BRRRRrrrrravo!! What a beautiful scene! How touching!"" (All the above noise cuts short as we see (third person view) that I am the author of the above scene. I am sitting on a rock, and I have just finished writing the final words spoken to the lover before being taken to his final battle. Two middle-aged women sit nearby.) WOMAN I: ""I hear he's an author."" WOMAN II: ""That so? What's he working on?"" WOMAN I: ""A movie, I think."" WOMAN II: ""Hmm! Imagine that.""",david.tsv,(06/30/98),0.054701027,-0.1999262,0.18871325,-0.3175152,3
113,"Doc (Christopher Lloyd) and Darth Vader were fighting with light sabers -- Marty McFly (Michael Fox) and Luke Skywalker were in on the action, too. At some point Marty McFly killed Luke Skywalker. Then Doc killed Darth Vader. Somehow, then, Doc was fighting his evil twin, and then somehow the good Doc became evil, too. In the end, the one evil Doc killed off the other evil Doc, and the surviving evil Doc began walking towards me, swirling his light saber around in a circle. Then the end of the saber kind of 'broke' and the evil Doc cut off his own head. It sailed through the air and hit the ground, spewing blood. Doc's head croaked: ""Entire life's work... up in smoke..."" Marty McFly jumped up and shouted ""DOC!"" like in the movie. A group of tourists walked by, but they didn't notice anything.",david.tsv,(07/02/98),0.19650672,-0.042521775,0.108437665,-0.06287289,1
120,"I was a delivery driver in Green City. Here there were a special kind of spiders which would help you find your way: they laid their eggs around a light and made it glow. Then I was in a fancy Indian Southwestern hotel which was like a movie theater. There were a lot of porn stars, and an orgy. A lot of dead rich people. They left me and Laura stuff.",david.tsv,(07/11/98),0.18110439,-0.019600183,-0.235848,-0.13312092,2
121,"Laura sold the minivan and bought, for $6000, an inflatable Mustang hovercraft. She called it an Air Car. If you drained it of air, you could fold it up and pack it away. We went for a ride in it. She told me more about it as she stood in the kitchen, naked, intermittently drinking from a glass of water.",david.tsv,(07/14/98),0.03197762,-0.2457269,-0.17635266,-0.121584766,0
123,"We bought property in Montana, and a huge stretch of land north of there was a national park.",david.tsv,(07/20/98),0.08980214,-0.23327726,-0.25587755,-0.004035714,0
126,"I was a little fat boy chasing a strange bird. It had the face of a rat with huge eyes, and huge black wings with gold tips that it beat as quickly as a hummingbird. I chased it into a meadow, whereupon I learned that the way it disguises itself is by burying itself headfirst in the dirt and sprouting a flower out its ass, so you can't tell the birds from the flowers nor the flowers from the birds.",david.tsv,(07/24/98),0.11771563,-0.114849865,-0.2378072,-0.20977779,2
127,"Jimmy wanted to do something for my birthday, something I didn't want to do. Naturally, he didn't listen when I told him so, and I was constrained to hide in the old wood stove at my parents' house (I used to hide in it when I was very little.)",david.tsv,(07/26/98),0.17333277,-0.09194495,-0.043277863,-0.02034579,2
129,"I dreamt I was going to meet Frank at the Green City Movie Theater for a movie. But I got stuck at the Hillside Library trying to find a copy of Steinbeck's book, Sea of Cortez, in a really cheap edition put out from someone's typewriter and facsimile machine. Came time to go--20 minutes past my shift's end. I ran down to Hillside and boarded two enormous German Shepherd dogs. This was a really archaic form of transportation, apparently, like caveman-transportation. I rode on the back of one until it got tired and then I switched. These dogs didn't know me too well, though, so I got a lot of bites and scratches.",david.tsv,(08/07/98),0.03209467,-0.036219597,-0.106673144,-0.11017593,3
148,"A baby hangs from a ledge by its fingertips, a lit cigarette hanging from its lips.",david.tsv,(12/26/98),0.029785853,-0.2750655,-0.081946455,-0.19498041,0
155,"I was having sex with a woman whose body looked a lot like Laura's, but I couldn't see her face and it definitely wasn't Laura.",david.tsv,(07/29/99),0.1511848,-0.0731066,0.04082447,-0.027250795,1
157,"Somebody was telling me that I should hang on to my fortune, rather than spending it all.",david.tsv,(09/14/99),0.00028930604,-0.23997387,-0.20793882,0.027787242,0
158,"The three of us -- Brad, Laura and myself -- go to a local bar. Instead of it being a grungy bar, it is a very nice multicolored restaurant. We sit down to table on a second floor with three young women. One of them works at a nearby cafe, Stella's; the other two I've never seen before. We all order food. Schoenberg's Op. 11 is playing as background music!",david.tsv,(09/15/99),0.11883955,-0.31297594,-0.054682303,-0.12515852,3
160,"Brad is describing a joke that Hannah once played on him. As Brad tells his story, I see what happened. Brad is climbing up a ladder, embracing a gigantic can of Mountain Dew. He reaches the top and I see that he's on top of a pool slide. Right before going down the slide into the pool, he opens the can. But Hannah had set a trap. The can explodes, drenching Brad with Mountain Dew. He looks so pitifully silly that I wake myself up laughing.",david.tsv,(09/17/99),0.11345851,-0.10245225,0.16357197,-0.10185593,1
164,"There was a nightclub on the penthouse floor of Smith Tower. Everyone called it ""The Smith"". Brad said that he for one was getting sick of stepping over piles of dried vomit, passed out drunks, and ""other excretions"" in the elevator every Saturday and Sunday morning, when he went downstairs to buy a paper. From now on he would take the stairs, since he only lived on the third floor, and drunk people never take the stairs.",david.tsv,(09/21/99),0.20181172,-0.08043113,0.05233557,-0.09326585,1
24,"(2003-03-15 (12)) I went to Farrah's new house. Someone said something about a Neopets march, so we went in the car to find it, but we got lost. I met Billy Boyd. The end of the line was really far and was in the street. We got Pocket Neopets.",izzy.tsv,,0.3077146,-0.03908077,0.033551373,0.08379765,2
28,"(2003-04-26 (12)) Dinosaurs were alive and were killing everyone. We were at Mom's house and this guy who made the dinosaurs told me and Eric Christian Olsen to call for pizza. We rang people to get rid of the dinosaurs. Then we were somewhere else, outside, throwing flares at the dinosaurs, and we ran out of them so we threw nuggets at a plateosaurus -- which was actually a good dinosaur and helped us get rid of the rest of the dinosaurs.",izzy.tsv,,0.30010715,-0.027757496,-0.048853055,0.067117915,2
34,"(2003-07-17 (12)) I was near the beach with Dad. A guy came up and asked me to be in the next Charlie's Angels movie and then the three actresses came out of a caravan, so I said ok. I was in the car with the three angels, but then Lucy Liu left. I went to the shop with Drew Barrymore and I was looking for a pocket knife, but I couldn't find one. As the shop was about to close, some old man found them.",izzy.tsv,,0.21448192,-0.050673828,0.057247434,-0.100937605,1
41,"(2003-08-19 (12)) Ramona had been hanging around Gavin and while he was on the computer and I was at the listening post [Year 7 class] , she was being a cow and said to Gavin ""and I've been ruining your life too"".",izzy.tsv,,0.3064566,-0.03819686,0.25678208,0.08744842,1
46,"(2003-08-28 (12)) We were in the library at school. Terrence said ""You like Izzy?"" to Gavin. I was right next to them with Tiana. He looked at me and said it was true. He kept staring at me.",izzy.tsv,,0.37999743,-0.008693308,0.37262705,0.19717953,1
48,"(2003-09-11 (12)) I met up with Tiana, at this shop, who was lying on a lounge with the green blanket (from Mom's house). I went to a clothes shop (which was across from Tiana) with Mom. Classmate-F-11 was there and we were laughing about Dodo Derrick.",izzy.tsv,,0.34606612,-0.009950697,0.2094431,0.15706721,1
52,"(2003-09-17 (12)) Cedric, Ramona, Classmate-F-10 and I were standing outside our classroom. Cedric and Ramona were doing some crime scene acting. Cedric said ""I'm home, honey!"" and leaned over and pretended to kiss Ramona, but Teacher-F-06 walked passed and he kissed her on the cheek. Cedric and Teacher-F-06 were a bit shocked, but the rest of us found it hilarious.",izzy.tsv,,0.3736676,-0.004958391,0.3190431,0.052483104,1
55,"(2003-10-04 (12)) We were in groups (our class, different school) and I sat next to Gavin. Cedric and Mathias were also at our group. He started singing one my songs ""but everyone thinks you're straight"" (it's called 'Gay' and no-one has heard it). I started joining in as well. He kept following me around.",izzy.tsv,,0.3451872,-0.04587826,0.21325026,0.25413203,1
65,(2003-11-10 (12)) I found out Eli's (Children of the Corn 3) birthday was May 23rd.,izzy.tsv,,0.50778157,-0.18246885,0.19435073,0.14497364,1
70,(2003-12-24 (12)) I was friends with this 'special' girl who could change her appearance. Some evil gnomes trapped us but we escaped. I went back to get my pencil case.,izzy.tsv,,0.2083893,-0.06507835,0.06601288,0.1826126,1
71,(2003-12-26 (12)) Tiana was going out with Classmate-M-21 and he kept flirting with me.,izzy.tsv,,0.2734595,-0.013169169,0.23404238,0.2583539,1
73,(2004-01-03 (12)) Ramona ditched me for Classmate-F-01 and Isabel. I got stuck with Charlene to make slime.,izzy.tsv,,0.2850424,-0.045639575,0.18494707,0.23668428,1
86,(2004-03-30 (13)) We lived at a beach house thing and Enrique Iglesias lived with us and he always stayed in his room.,izzy.tsv,,0.33177102,-0.07667747,0.15283725,0.016777141,1
88,"(2004-04-02 (13)) I was at school in math. Someone was reading out the math people who had never done badly -- Tiana, Classmate-F-07, Mariana, Classmate-F-12, Brooklynn... Classmate-F-07 was singing and she had a strange accent. I was swimming in someone else's bathers. Julius kept smiling and talking to me.",izzy.tsv,,0.3363297,-0.007288128,0.15384667,0.18279469,1
92,"(2004-05-13 (13)) Ezra and I kept going to this water park thing. We had gone there with Jayson, and Julius had gone there too. We were having races and people from school kept turning up, which was annoying.",izzy.tsv,,0.46200675,-0.022778839,0.2263441,0.28013724,1
93,"(2004-05-14 (13)) I was at school which was really different. I went into the boys toilets by mistake. There were lots of photos outside. We got our school photos back, but it didn't have Julius and I got angry.",izzy.tsv,,0.14400196,-0.02846238,-0.043473594,0.25835678,2
98,"(2004-05-28 (13)) A bunch of us were at an electronics store. Some people broke in and we went to hide, but I was too fat to hide anywhere, but I fit in a beanbag.",izzy.tsv,,0.21576808,-0.10415973,-0.26219407,0.08608885,2
112,(2004-07-05 (13)) I was friends with Spiderman (and also Peter Parker) and I was trying to get him to talk to Mary-Jane. We were in a big place and she came and sat next to him but she wouldn't talk properly.,izzy.tsv,,0.20572713,-0.1337395,0.14896141,0.02119638,1
120,(2004-08-04 (13)) I was at an Internet Cafe playing this demo thing of Sims 2.,izzy.tsv,,0.32329094,-0.11628552,-0.074154824,0.11797801,0
122,(2004-08-09 (13)) Jayson and I liked each other and he kept grabbing my hand and playing some footsies type of thing.,izzy.tsv,,0.3098689,-0.051412836,0.14915586,0.10661205,1
125,(2004-08-13 (13)) We went to this place and there were lots of House of 1000 Corpses shirts. There was one Otis one and Mom got it for this stupid guy and he ate it. I got really annoyed and this guy chased me or something.,izzy.tsv,,0.09510971,-0.022466362,-0.09074583,-0.07000065,2
