n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2
153,"I was in a department store with Margie D. We were in the linen section. She was looking at slipcovers and commented to me that she was thinking of getting one. I told her that I had recently purchased them for both my sofa and my oversized chair. I also said that while they didn't fit exactly right because of the low arms on my sofa, I am pretty happy with them. I don't remember if I mentioned the color or not. I recall seeing the linens. They were all solid colors, deep colors like navy, forest green, burgundy, etc. While we were looking, I noticed two small girls came up to a screen door and said something to someone in the store. I noticed the man they were speaking with. After they left, I asked him if they were his daughters and he said yes. I commented that they were very cute. As he walked away, I thought he was an attractive man. Then I reminded myself that this was Ernie C I was talking about, and I did not want to get involved with him. The man didn't look like Ernie C until he began to walk away and it wasn't until then that I noted that it was he. Prior to that, I was not familiar with the man. Since Margie D was still looking, I told her I was going to another part of the store and would be back. I put a question mark after store because the environment seems to be confused between being a store and being an office. I'm not sure if it changes or if I just don't know for sure which it is. As I was walking around, I saw Tonya H but didn't get a chance to speak to her. I kept walking and saw my old office at the sleep center. I took a few steps back to look in because I noticed that they had taken a wall out and made one much larger office. When I looked into the office I noticed that they had made this space the office space and had five chairs lined up in a row along a table. This was their workspace. It was very close. They barely had room to move without touching each other. There were three of six people sitting there working. Two of them I did not know. One of them was Lilly H. I asked her how she liked her new space. I said it somewhat sarcastically because I guessed she probably didn't. I tried not to be too sarcastic though because I didn't know the other two people sitting there. She gave me a guarded answer for the same reason but I realized that my suspicion was right. she didn't like the new arrangements. I noticed a baby lying on a blanket on the floor on its back playing. Even though the baby was Caucasian I asked Lilly H if it was Tonya H's new baby. In waking life, Tonya H has only one child and he is perhaps 10-12 years old. I don't remember what Lilly H told me about the baby. I asked if Tonya H was around. She was but not somewhere that I could catch her or speak to her. As I turned around to leave I noticed Steve J. I hurried a bit to make sure I caught him. I said Hi, Steve J! With much enthusiasm. As I did this and got closer, I realized that it was not Steve J. The man asked me if he knew me. I said something trying to make it sound like he did but that I wasn't exactly sure how. I didn't want to admit that I had made a mistake. As I was talking, I leaned and looked at his nametag. It said Steve Galaad [unknown in waking life] . He was a construction worker or something because he had a hammer in his hand that he had raised in the air as we talked. I finally admitted that perhaps we didn't know each other and I must have mistaken him for someone else. I went back to find Margie D to see if she was ready to go. I found her and her two daughters sitting at a large round table eating. I asked what time I had left and they said 7:45 p.m. It was now 8:56 p.m. I said I've been gone an hour? I was surprised and very apologetic. As Margie D would have done in waking life she said it was no big deal and that, fortunately, she had remembered where to get food nearby. at a Chinese restaurant. They were all eating Chinese food. They offered me some but I declined. I apologized again. The table seemed to be in the linen department where the dream began.",elizabeth.tsv,(2000-12-27),-0.17785169,-0.021999717,0.011284917,-0.26336366
154,"I was a student at a school and I had done something I shouldn't have. or was at least involved in it with someone else. At least part of it was graffiti. I don't remember what the graffiti was. We ran away but were caught. After being caught, someone else and I had the opportunity to run again. The person who did the graffiti told us to run without him. One part of this that is confusing is that the people I was running with changed several times. I don't know who it was initially. At one point, it was The Golden Girls and later it was girls I went to high school with, and another time it was only Brenda E. At the end, it was my family, Mother, Daddy, Brian F, Bev, and Bill F F. When I was running with Brenda E, I was getting very frustrated with her because she wasn't hiding or keeping up very well. There was a third person running with us. I don't know who. They were way behind. I thought they would catch up with us. We snuck around a red brick school. I was afraid someone would see as through the windows. I told Brenda E to keep down and come around the walls. There were several red brick walls. They were a wavy shape lengthwise. Then we snuck around another red brick building. We finally dodged inside a little dry cleaner/seamstress shop. There were three huge basket-like things hanging from the ceiling and moving back and forth on purpose and rhythmically. We each jumped up and clung to the end of one to keep from being seen by the employees. When we had a chance, we ducked into the next room. We were crouched on the floor behind a circular rack of clothes and fabric. Brenda E wasn't hiding well and I feared we would be seen. One thing in the rack was sheer brown piece of fabric. I could see the old woman through the fabric. I was afraid she would see us. I moved the rod in a circular motion very slightly trying to keep us hidden but she spotted us anyway. I lied and told her that we just needed to duck in from the cold. They took pity on us. Now I'm with my family but still in the same place. The young woman was doing makeovers on us to help keep us from being found. She made Kim H look like a movie star, as she requested. She asked me how I would like my hair done. I told her I like my style so she started spraying it seriously with hair spray. I felt like I was choking on the spray and told her to quit. I was thinking about what movie start I wanted to be made up as but didn't think of anyone so she didn't do anything else to me except to give me a bag of ice and told me to hold it on my face to reduce the puffiness. I held it on my eyes. My family and I are walking downtown Indy. I am watching the people very carefully to make sure none of them are the people who are after us. All I remember seeing is people in business suits carrying briefcases. It is now becoming nighttime and the streets are deserted. We see the horse-drawn carriage nearby sitting by Steak-N-Shake. It is empty but I tell the others that we must stay away from there or we are more likely to get caught. We are in a building looking at displays. They are Christmas displays mostly. One had many stuffed animals. I also saw a bed and pushed on the mattress and said how nice it would be to be in my own bed. Mari Kate S was with us now. We were purchasing things. I remember sweatshirts specifically. We were being careful to use cash so we wouldn't be leaving a trail. Brian F handed me some receipts and told me to make sure I used them. I started filling one out and realized I had written SVSDC, disclosing information on it. I tore it up, showed it to Brian F, threw it away and then paid cash for the sweatshirts. There were people there who were looking for us but they didn't give us away for some reason. The last room we went into had a lot of computers and electronics. I sat down at a desk to check my email. BJ said something about the amount of email. I then saw a Karaoke machine and asked Daddy to come record a song with me. He was a short, dark-haired, Italian man. Brian F joined us. I didn't want him there, but let him stay. We were going to sing We Wish You A Merry Christmas but we didn't know the version that was playing. Then a familiar version began playing so we started to sing. I was thinking that this was good, as I would be able to listen to and better decide if I am a good singer. The guy running the electronic place said he needed to close up. We said we would help because we are very familiar with the things there. We said Mother is very familiar with the type of typewriter so she could take care of it. I saw her sitting on the floor with the case, cleaning it, as part of closing up. I was looking under all the desks for money. Whenever I found change, I put it in my pocket. I found four quarters in a pile and under one desk.",elizabeth.tsv,(2001-01-06),-0.1690807,-0.14212306,0.21083929,0.0704736
158,"I was in my bedroom and heard someone come in the front door. The alarm sounded but they silenced it. I knew it wasn't Matthew. I closed and locked my bedroom door. The burglar came to my bedroom door and was quietly trying to get in. He was trying to remove the hinge pins that were on my side of the door. I was pressing my body against the door and holding the lower hinge pin in with my fingers. The pin was missing from the top. He finally gave up and left. I went downstairs, locked the front door, and reset the alarm. The burglar tried to get back in through a dog door at the bottom of the front door. I held the point of iron in the hole to press against/into his head as he tried to enter. I told someone to call 911. The police arrived and arrested him. Two black women, my roommates, showed up. They didn't want him arrested. They had given him the alarm passcode so he could get in. So I told them they should not have done that and they needed to move out that day.",elizabeth.tsv,(2001-01-19),-0.21604836,-0.1491213,0.12092183,0.21751122
163,"I was riding this thing I called a bike but it was actually shaped more like a go-cart. It was a metal frame like a bike with just a seat and an awning over head. I was headed to this restaurant, maybe Denny's. As I neared the restaurant, it started to rain slightly. I thought how fortunate I was that I was almost there. When I got to the restaurant, I couldn't find a place to park. I thought it was just as well because I was afraid the bike might be stolen. I folded it up, much as you would fold a luggage carrier and took it inside. When I got inside, I was looking for a place to stand it and a place for me to sit. I struggled a bit, moving it around because it was so big. I finally leaned it against the wall near the coat rack. There were two overcoats hung on peg hooks on the wall so the bike was on top of them. Until this point, I was not thinking about why I was going there or that I was meeting someone else. I entered the restaurant looking for a place to sit alone. After I got in there I saw the women that I was meeting there and went to sit with them. While we were eating, several men came up to us. The other women knew them because they work with them. After a brief conversation, one of the men showed us a video. The video was of a large room with probably hundreds of men in it. I recall one young man in particular. It was his first time in that place and he seemed unsure about himself. The man who took him there was showing him around as if training him for a new job. I have some sense that the men in the video were mobsters. Suddenly, a group of men with machine guns came in and started killing everyone. I watched the video as it scanned the room. Men were falling everywhere as they were gunned down. I kept wondering why no one told this one young man to fall to the ground to try to protect himself. The video had a strong impact on me. I still have a very vivid image of one of the men. He was probably in his 50s, with silver gray hair and medium build. I'm not sure why, but I didn't think much of him that maybe he was somewhat sleazy. Just after the movie, ended one of the women sat down next to me and sat on this man's hand. It was as though she was straddling his arm. She had on a short skirt and white hose. He pulled it out from under here from the front. My first impression was that he did it on purpose and I didn't like that. Then I decided not to assume that. I should consider it an accident. However, after that, he was laying on his back on the floor laughing and she straddled him and was acting, playfully, as if she was going to hit him or something for doing it. Then they both got off the floor. Something started to happen at the restaurant. One of the women I was with also worked there. She came from behind the counter and physically stopped the disturbance. I recall seeing her do a karate kick. I realized now the men and women I met in this restaurant, and myself, were police officers. I had come to this place to take a new job. We all got up to head to the police station. They were laughing about my bike. They said something about the rain and I pointed out that the bike had an awning. They led the way to the town and police station with me following on my bike. As we entered the town, I was simply in awe. It almost looked like something out of a Disney village though not really that either. All of the buildings were very colorful and playful. For example, one was white with red storybook lettering. It is very hard to describe. Every building had many compartments on the outside with a separate item in each compartment things like stuffed animals. I loved it. I was trying to take it all in while following them. They stopped at the police station and I missed it. I got frustrated because I had gone down a hill and now I had to peddle back up the hill. The police station and fire station were attached. You didn't realize the police station was there until you went inside. I got off my bike and a man and a young boy came out to help me with my things. I had several duffel bags attached to my bike that I didn't have before. I took two of them off and handed them to the man. After I had folded the bike up again I gave it and one bag to the young boy. He was in awe of my bike. I kept one bag myself. When I went inside, I was in a very narrow, but short, hallway. Part of the way down the hallway I had to take a step down to continue. At the end of the hallway were several rooms. One was an open room. Several women were sitting around a table. I don't know what they were doing. Behind them was an office door. I went in there to meet the man in charge. He was looking for my first day paperwork and couldn't find it. His wife came in to help. He got on the phone and called someone about it. He was frustrated and telling his wife how it would delay my paychecks if it didn't get done on my first day. She was sympathetic but told him she really needed to get started on the next lunch though I knew she meant the dinner meal, or it would be late. I somehow knew she fixed the meals for the whole crew. I was worried about my pay being delayed.",elizabeth.tsv,(2001-02-06),-0.18594691,-0.14475709,0.2346188,0.051905036
164,"I was on a first date. We were at my house, though it wasn't my house in waking life. We were sitting on the sofa talking. I mentioned the movie Stigmata and he said he would like to see it so I put it in for us to watch together. We had kissed 2-3 times. They were very brief, gentle kisses. I thought how nice it was to be with such a gentleman, and someone that I had things in common with. He was laying on the sofa watching the movie and I was sitting behind the back of the sofa taking some bottles of drinks out of their original packages and putting them in a larger box with compartments. Some were beer and some were pink wine coolers. It was the kind of box that wine and liquor bottles come in but there were many more compartments. The bottles were different sizes. Some were very small like those you get on an airplane. One was larger than all the rest. I put more than one bottle in some of the compartments. I don't know why I was doing this. When I was almost done, I realized I was making a lot of noise. About that time, I heard something from my date. I leaned over the back of the sofa and asked what was wrong. He was about to turn the movie off because I was making so much noise with the bottles. I kissed him lightly and told him I was done. Then I lay down on the sofa next to him to watch the rest of the movie. It felt very good being with him.",elizabeth.tsv,(2001-02-09),-0.024238158,-0.07787428,-0.117241725,-0.31460598
165,"I was lying in bed, naked, but covered with a blanket and sheet. Marshall E came in. I was surprised but happy to see him. I made sure I was totally covered. He sat down on the floor with his back leaning against the bed. A woman named Kate, someone from TV, came in, sat on the floor, and interacted with him. I could tell there was a romantic connection. I thought Oh no, he's not with her. I think it was part jealousy and part thinking that he could do better. The next thing I know he is standing and telling me how much he has missed me, how he still cares for me, and that he has never found anyone to compare. I was acting very coy and thinking that I was flattered, but unsure if I wanted to encourage him to try again.",elizabeth.tsv,(2001-02-13),-0.06782533,-0.062233426,-0.49732378,-0.22917317
167,"I went to a high school to give a talk. There were TV media there. I was on the gym floor sitting on a bench in the middle of the floor. The students were all on one side in the bleachers. They were very poorly behaved. I said something to the media person with a microphone. It was not until this time that I realized they were students. When I arrived at the school, the driveway and parking were very odd. It was as if I was driving down steps and then had to park on one side angled toward the direction I had come in. When I got ready to leave, I was told I had to leave in the direction I was headed when I came in. This was very awkward because of the direction of the parking I also did not know my way going that way. They told me to go the end, take a left, and then right. That I couldn't get lost. When I turned right, I was in something resembling a very narrow alley, one car width wide. I don't recall seeing building but there was a chain link fence and a lot of gates. Every few hundred feet I had to stop and open a gate. It also kept making turns. I was getting frustrated, upset, and angry. I left my car, threw some kind of very large square board to the side, and continued on foot. I came to a bunch of houses and was walking through their yards trying to figure out where the road to the highway was. I finally asked for directions at one house. A man and woman gave me directions but then she suggested that he take me back to my car and then lead me where I needed to go. He did. As we approached my car, he sympathized with me and told me they shouldn't have done that. He especially pointed out that the place I got out of my car was an especially hard place.",elizabeth.tsv,(2001-02-15),-0.16795352,-0.1599686,0.24357523,0.22416921
168,"It was my wedding day. I did not see or talk to the groom during the entire day. Most of my family was there. They had me standing on one of the dining tables to take my picture. The tables formed a T and I was standing in the cross section facing the top of the T. At another point, Bruce W was kneeling on the longer table facing the same direction to have his picture taken. Somebody was joking around with him. Later I was looking at the pictures and saw that another of my cousin's, Linda W, was standing on the table behind me when they took my picture. She was a bridesmaid and she was dressed in green. Somebody said she was supposed to be there in that picture. The wedding was at Bev's house. It didn't look like her actual house. Nicholas F came running out with this little green umbrella. It was just big enough around to protect him and it was deep with a very short handle. I thought it was so cute and I played with him and the umbrella for a little bit. I was using the bathroom and Nicholas F was standing to my right. I didn't seem to mind that he was there. I realized that I had no pulled the door shut so I reached up and shut it. At that point, Brian F and Mari Kate S came in. I got upset and said can't a person use the bathroom without being disturbed. Mari Kate S let Brian F climb on her back and she carried him out. I got upset because when he climbed on her back he could see over the stall door. It is now near the end of the reception. I am very tired and want to go home. I put on a pair of white socks and my tennis shoes. Bev and I were sitting next to each other leaned against each other waiting to go. We had fallen asleep like that. John S came to awaken us. I asked if it was time to go and he said yes. This is odd because earlier the wedding was at Bev's house but now we are going home to Bev's house. When we get there, I see John set a brown coffee mug down and I asked him if he had trouble staying awake getting home. He said just a little. We went upstairs and I noticed Rachel S's bed. I didn't want to admit that I had not realized that she had not been at the wedding with us. I said that it's a shame Rachel S couldn't be at the wedding. Where has she been? She had been staying with John's parents. Matthew came up to me. He was only about 9 or 10 years old. I hugged him and rested my chin on his head. I asked him if he had a good time. He said not really, because he didn't even get to show me the menu he made for me. I didn't pay much attention to him. I felt really bad.",elizabeth.tsv,(2001-02-17),-0.22511959,-0.12932625,0.0063382955,-0.09290246
171,"I was in a crowded store, like a Target or Wal-Mart, in a checkout line. I was a police officer. There were other police officers there as well. Suzanne B was there also, as a police officer. We were all in checkout lines. There was a criminal of some sort loose in the store. I was the first to spot him coming towards us from the right rear. I yelled, there he is and pointed to him. I was talking mostly to Suzanne B because I thought she had a clear shot of him. He was wearing a tan suit, white shirt and a tie. He was a tall man with brown, balding hair and mustache. After I shouted to Suzanne B, everyone dropped to the floor and I tried to crawl under the register counter. I had just gotten under it when the gunman appeared on the floor right next to me. He handed me his gun and told me to keep it on the crowd. As soon as I had the chance, I began taking shots at the criminal. I took a couple of shots and didn't kill him. I then got very scared. As soon as he turned his back, I shot him a couple more times until I was sure he was dead. It felt awful. I was really shaken up by it. Suzanne B and I were at the police department I think yet it also seemed that we were still somehow at the store. We were at our lockers getting changed and talking about what happened. As we were walking out, I was trying to apply lipstick and tried three times before I actually got it to stay on. We ran into the police chief. He wanted to talk to me primarily about the shooting, at least partially to make sure I was okay. I was dressed in a nice dress and high heels and had fixed my hair. He said something about whenever I walk into a room I get men's attention. He said he observes and always sees at least ten heads turn. I'm not sure what this has to do with anything. The last thing I remember is Suzanne B and I walking out of the store.",elizabeth.tsv,(2001-02-22),-0.16262294,-0.24896196,-0.07525129,0.30240735
172,"I was at a hotel for a conference. I met Wes S there. He invited me to come to his room with him and another woman. I was hesitant but, as in the past, had a hard time telling him no. When I got to the room another woman came in also and another man. I noticed a large round pendant around Wes S's neck. It was clear with something red inside of it. I left because I was uncomfortable with the sexual atmosphere in the room. After I left, the room transformed into two large meeting rooms. Many of the employees of the hotel were going in and joining in the activities. The activities remind me of the movie Eyes Wide Shut. As I was walking through the hotel, I overheard members of management getting upset because so many employees were missing. They were going to fire all of them. I decided to just leave. I went to the parking garage to find my car. All of the cars but mine were very expensive cars and limos. Mine looked like an oversized chair. I folded it down and it became a car. As I getting ready to get into my car, I saw Wes S's pendant lying on the ground. I knew it was important to him so I decided to go find him and return it to him. I was walking outside on a second or third floor with an atrium in the middle. I thought I heard Wes S down below. I looked over the rail and he was there. I told him I had his pendant. When I met him to give his pendant back, he apologized profusely for what happened in the room. He said the other women weren't important to him and he asked me to marry him.",elizabeth.tsv,(2001-02-26),-0.13072926,-0.07106664,0.0017431233,-0.056940358
173,"I was staying at a hotel with people I knew. We were there for some kind of professional conference. I went into an area that looked like a big warehouse. Vendors were sitting around with boxes of their things to set up in booths. One of the vendors was CFC. I was sitting at a table with Lilly H. She told one of the reps that they know if they want our business that they have to bring two of any gifts to her and her co-worker. I said no, they have to bring three, meaning they have to bring one for me also. I went down some steps to go outside. There was a busy street, several lanes wide. I crossed the street to go somewhere. I realized I only had socks on but decided to go ahead. When I came out to go back to the hotel it was raining really hard. I took my socks off and ran barefoot across the street. After I crossed the street, I noticed a place that I could walk under and not get wet as long as I stayed right in the middle. The further I went though the lower the top got. I finally got to a place where I either, had to get on my hands and knees and crawl through this drainage pipe or I had to squeeze through this other opening to my left side. This part is especially odd because the opening couldn't have been more than 12-inch square. I was somewhat concerned that I would get stuck going through there. I thought about my option of the drainage pipe and decided to take my chances with the other opening. It was tight and I got a little nervous after I was halfway through but I got through. The best way I can describe how I got through is what you might see if a cartoonist drew it. When I got back to the hotel, I was having a conversation with my boyfriend. We went and sat down by another woman that he was also dating. I got really upset with her, got in her face, pointed my finger, and told her this conversation does not concern her. I really thought some ugly things about her. I said that I needed to get out of here. I got up and walked away. I knew if I didn't I would say something mean to her and I didn't want to do that. I went outside. The rain had stopped. My boyfriend came after me. He wanted to fix things. I told him I wasn't going to do this anymore. I did not want to hurt his other girlfriend so I was not going to see him anymore. I told him I would fly home the next morning, as I couldn't afford my own hotel room. He did not want to lose me. He begged me to stay and said he would end it with her. I said that wasn't fair to her. I really didn't want to hurt her. I also wanted to respect myself so I would leave. I told him how very much I loved him and how incredibly difficult this would be for me but that in the long run I knew it would be better for all three of us. He said if he was going to lose one of us it would not be me. I finally agreed to stay and let him break it off with her. He got another hotel room. He told me to get just a few things out of our joint room for now. All three of us were in the same room. He said he would get the rest of our things out and bring them to our new room after he had talked with her. I expected it to take awhile but it didn't. He came to the room and said it was time to celebrate. Just at that moment, there was a knock on the door. It was room service with champagne, strawberries and whipped cream, candles, and bubble bath. He said we would take a bubble bath, make love, and then have a wonderful dinner brought to the room. Somehow, I knew that during dinner he was going to ask me to marry him.",elizabeth.tsv,(2001-02-26),-0.22359839,-0.09434894,0.2534406,-0.078787595
174,"I was with Nick R. We were living together and sharing a bed but I don't know if we were married or not. I told him I would now need to know what his name really is. He said it is R Williams. We were living in a house in the country. It was very small with maybe 4-5 rooms but I only remember two of the rooms. There were curtains in the doorway between the two rooms. The one small room was divided by a partial wall. I used it for storage. I had to bend over to go through the doorway into that space. There was a window in that space. Before moving into the house, we talked about the fact that we would need to add plumbing. We were talking about the kitchen. There were several people. Kim H, Jody S, Matthew, some other young man, and a young woman who was kind of our housekeeper. Three groups of really rough looking men came into the house without knocking on several occasions. After the last group did this, Nick R left the house with a shovel and something else and I was afraid of what he might be planning to do. He was very angry. He killed and buried several of the men after swearing to me he was done with the Mafia and their ways. He came back dressed kind of like an Indian. He said he put them all in the ground. I was so disappointed in him. Something else happened and we were saying that we needed to go after someone. No one else would so I got on a horse bareback, even though I didn't know how to ride. I had a lot of trouble getting on the horse. I finally did and then chased after that person or those people. We rode to church for Ash Wednesday morning Mass in a wood carriage, like you would see in an old western movie, pulled by a horse. Myself, Matthew, Kim H, and Jody S all went. Nick R didn't go.",elizabeth.tsv,(2001-02-27),-0.2796177,-0.13964424,-0.1258424,0.0011441523
176,"I was in my apartment with my two sons. It wasn't the same apartment that I actually live in and I only have one son. We were sitting at a counter, on stools, and getting ready to eat some ice cream. Someone had given us a gift of gourmet ice creams. They were special shapes and flavors. My younger son, not Matthew, was using a spoon and digging into the middle of lots of them to try each one without choosing one and finishing it. I scolded him and told him not to do that. Three of the ice creams were flat and round, like tostados. One was pink. One was blue. There was third as well. They had sprinkles or something like that on them also. Some of them were bars that stood on their side and had two sticks in them. There was a man and a woman to the right behind Matthew. I don't remember what they were doing there. As we finished the ice cream, I started cleaning up and there was a large, African American woman sitting on a table to my left. She had her back to me and was on the phone. She was wearing cultural clothing. I realized that she was about to sit in some ice cream so I nudged her to sit up a bit so I could wipe it up before she sat in it. I was thinking about moving my computer downstairs. I thought it would be a nice change of scenery and I would get more sunlight.",elizabeth.tsv,(2001-03-03),-0.21750908,-0.08986114,0.10538919,-0.109224275
178,"I was with my CRHP sisters. Some details are very, very sketchy. I stepped into this area where I was going to be wrapped up like a postal package. We could decide what kind of wrapping we wanted. I decided plain brown wrapper with white string. When I stepped into the spot, Tom Hanks appeared and did the wrapping. He was having a lot of fun doing it. I was so excited. He was really, really nice to me. It was as if it was some kind of game. Later I was with just a few friends and there was one or two children. I thought it was odd that we were dressed in swimsuits and robes but they said that was the typical dress for where we were going, to just put a robe over your swimsuit. Then I saw we were going to a swimming pool. At the pool, there was a large group of men sitting all around in their street clothes. I realized this was another joke. They had arranged for all these men to be there. They said they wanted to see me in a swimsuit. I let my robe fall open a bit and pretended not to notice as I continued to talk to my friends. I finally took my robe off, got into the pool, and swam the width of the pool. After I got to the other side, I got out and saw all the men were gone. They said they were only there to see me in a swimsuit so as soon as they did they all got up and left. One of my women friends was surprised that I didn't look half-bad in a swimsuit. I felt pretty confident but also recognized the areas where it was obvious that I need to lose weight. I went to get back in the pool and there was this thing, reminds me of a mattress cover, covering the entire area of the pool. I lay down on top of it. It was very relaxing. I was back in my room. I'm confused as to whether it was a hotel. I think not. I was with my CRHP sisters again. We were putting some things away. There were Christmas decorations and Halloween costumes. I was dividing them into piles because they each needed to go to different rooms. I took the Christmas stuff to two different places. Then I took the Halloween stuff to another place. BJ was on a ladder and I handed her the costumes on hangers. She wasn't sure what to do with them and then turned around and saw others hanging above and behind her. She asked if I was sure that this is where they were supposed to go. I said yes. I was thinking that this is where they are kept for storage until it is time to get them out. I was at NTNS. Someone else and I are carrying these things into an attic, kind of like the one in my birth home. I think Bob F was one of the ones helping. I was separating things into piles by the boxes they would go in. Several of us were in the attic and I pointed out that we needed to start digging out the boxes. Nobody really wanted to because it was going to be a big hassle. I can still picture it in my mind but I don't know how to describe it. I leave and am back at my home/apartment/hotel. We are supposed to be getting ready to go to a play. I realize that I am the last one to get ready and the others are trying to be patient in waiting for me. I am rushing around trying to get ready as quickly as possible. I end up having to change a thing or two. Suzanne B is worried that we are going to be late but I can see she is trying very hard to be patient. I put on my black satin suit and decided to wear flats instead of heels since we were in a hurry. They were quicker to grab and I could walk faster. When we were headed out, we went through this area that looked like a building under construction again. Tom Hanks was there again and pretended that he was going to wrap me up again. This time he said he was just playing around and was just there to walk me to the car and say good-bye. I asked if I could give him a hug and kiss. I intended to just kiss him on the cheek. He leaned over and gave me a very light, quick kiss on the lips and a big hug. I felt like I had died and gone to heaven. I was so excited. He walked me to the car. When we got to the play, I was suddenly with Mother and Daddy. I told Daddy to go and ahead and Mother and I would catch up. It seemed like we were someplace like Las Vegas. Once inside I was back with my CRHP sisters. We were standing around talking. I was telling them about Tom Hanks. Several of them told me that Sheila G had arranged all of that for me specifically. I walked through the crowd of them to Sheila G. Sheila G appeared to me as Tracy P, but I knew it was Sheila G. I thought, oh yeah, she has a job where she has contact with or access to these stars. I thanked her profusely for what she had arranged with Tom. I was very excited. There was another part, but I'm not sure where it fits in here. Someone had arranged for a seal, an actual animal, to come to my room as a date. I was very upset and was trying to hold the door so it couldn't get in. It was trying to squeeze in under the door. I was trying to hold the bottom of the door with one hand while grabbing things to block the door and the seal with another. I grabbed a few items and was finally able to block the door and get enough weight against it so the seal couldn't get in. The seal left but then came back later and tried again. I did the same thing but this time I eventually got enough things in front of the door that I could move away long enough to move furniture in front of the door as well. I needed that to keep the seal out that time, as he seemed more determined than ever to get. The furniture successfully kept him out.",elizabeth.tsv,(2001-03-04),-0.13246325,-0.15646215,0.0038565553,-0.1775039
179,"I was living in an apartment in the city. I was setting up my computer in a chair. I was trying to kind of stack it so it would stay in place against the back of the chair and I was going to use it that way. I was trying to figure out a way to set it so I could easily access the A drive. I was also changing my clothes at the same time. I went out to go to a nearby store to get something related to the computer but I don't remember what. It was raining. I think the place that I went into was kind of like a mall but it was fairly narrow and it was as if I was walking through one store and then another to get to each store. When I got to the store, I was looking for I went to the counter and was discussing my needs with a young man there. An older man came out. I realized it was Mike M. I didn't acknowledge that it was him, nor did he acknowledge that it was I. He came up to the counter and joined in the discussion. I realized that my clothes were lying around and I quickly grabbed them up, embarrassed for him to see that, especially since my bra was lying there to. I embarrassingly said, Sorry, I was changing my clothes while I was working. I'm sure he knew it was me because he has seen a picture of me. I haven't seen a picture of him so I don't know how I knew it was him. We finished our discussion and I rushed out of the store, back through the other stores, and out into the rain.",elizabeth.tsv,(2001-03-05),-0.18002503,-0.14770174,0.11629182,-0.07296515
184,"I was at WDF. There was a section of the plant that was like a doctor's office or hospital. The nurses were taking my blood pressure but they didn't know which number was systolic and which was diastolic. I tried to tell them that the 118 was the upper number as that was pretty normal for me. They didn't believe me. They took it twice. They were worried that it was much too high so they were going to have someone else take it again. This person pumped the sleeve up and then walked away to do something else without reading it. She thought she would be back in time to read it. She did this twice. She apologized for getting distracted and told me to take a break and come back. I went to find a bathroom. They told me where I had to go out into the plant. I did. There were two Port-o-Lets out there. One for men and one for women. There were men working around there and I was afraid that the ones working up high would be able to see down in through the top. I realized that the top was covered with something dome shaped. I went in. One of the sidewalls had an opening down to my waist. I decided they couldn't see too much from that angle so I was going to go ahead and use it. Then I realized that there was no toilet in it so I went back out. I got some lunch but I don't remember how, where or what. I was sitting on the floor with some other people watching an interview. I realized that it was Kendall B that they were interviewing. I was so excited. I was eager to hear his voice again and to hear what he had to say. As I was sitting there, Vince P came up behind Kendall B and motioned to me. I was also excited to see him so I went out to talk to him. He said he decided to come there because I had tried to get in touch with him. I asked how he, Sue P and his family were. I actually asked twice but he didn't answer me. He looked great, as always, but was wearing his hair in a different style. We were suddenly outside in a neighborhood. 2-3 other cars were driving crazy and almost hit his car. We were walking and I was looking through the trees for his car. I wanted to see what he was driving. I don't think I ever saw it. He started telling me about this girl he had seen a few times but decided not to see her again. I was reading his description of his experience with her. He was describing their experience making love, though his description was cryptic rather than using the exact terms. He decided not to see her again because she enjoyed sex too much. This seemed odd to me since I was often put off by his sexual interests. In this thing I was reading, she said she would try to be more quiet. I don't know how to explain the paper I was reading. I was using my hands to pull it out a little at a time as I read it. Kind of like I was unrolling and rolling it as I read. The letters were very large and various bold colors. There were also flowers on it. I went back inside for them to take my blood pressure again. There was a head nurse who had just started working there. She had been taking inventory of supplies, cleaning up, and organizing. I looked out a window and saw her mowing the grass and some really tall weeds and such. My first thought was how much I enjoy mowing grass. Then I noticed that she had a really heavy-duty mower. It was mowing down tree trunks that were approximately 1 inch in diameter. I wished I had a mower like that. Then I thought it was sad that she was cutting down the tall stuff and destroying the natural environment like that. I climbed up and sat on a cabinet. It had a warped wood surface. I wondered if it would hold me or what they would say, so I only sat on it partially. I decided to ring the nurse call button. I was surprised at how loud it was. Someone came and looked at the call screen to see who rang them, then looked at me. It was Rosemary P. I told her what had been going on and that I was still waiting. I saw Gale W in the background. Rosemary P told me I wasn't supposed to skip a meal and I told her that I had just eaten.",elizabeth.tsv,(2001-03-12),-0.23189898,-0.16590227,0.16778052,-0.066449985
